1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325943430107762689,"@tesoureiros bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@tesoureiros good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325943428878897154,"alowww sp, pelo amor de qualquer coisa. isso não! esse boulos nem pra síndico de condomínio,né...",positive,"alowww sp, for the love of anything. not that! this boulos not even for a condominium manager, right ..."
1325943417734623232,"@cartacapital nem sei qual a maior piada, o carta capital, o boulos, a erundina ou a sâmia kkkkkkk. disputa acirrada.",neutral,"@cartacapital I don't even know what the biggest joke is, the capital letter, the boulos, the erundina or the sâmia kkkkkkk. fierce dispute."
1325943417365524480,"@sergiorecife @bcpolitica defendo q pessoas de esquerda votem em seus respectivos candidatos no 1° turno, e se boulos chegar ao 2°, q votem em peso nele. acredito q ele possa chegar ao 2° mas não se eleger. são paulo, em sua maioria, é mt coxinha pra permitir. aqui as pessoas pobres nunca foram prioridade",positive,"@sergiorecife @bcpolitica I defend that people of the left vote for their respective candidates in the 1st round, and if boulos reach the 2nd, q vote in weight for him. I believe he can reach the 2nd but not get elected. most of são paulo is very coxinha to allow. poor people have never been a priority here"
1325943415041908738,boulos em segundo lugar nas pesquisas eu to muito feliz aaaaaaa,positive,boulos second in the polls i'm very happy aaaaaaa
1325943409706676226,boulos cotado pra segundo turno em sampaulo,negative,boulos tipped for second round in sampaulo
1325943406208626688,tão esperando o quê pra votarem no boulos gnt de sp? #virasp50 boulos é sempre melhor!,positive,what are you waiting for to vote for boulos gnt in sp? # virasp50 boulos is always better!
1325943400227549186,se o boulos for eleitos prefeito de são paulo eu posto as 2 nudes que to devendo +2 duas bonus pois estarei bêbada de felicidade,positive,if boulos are elected mayor of são paulo i post the 2 nudes who owe me +2 two bonuses because i will be drunk with happiness
1325943400080822279,"@alarissa eu ia votar no boulos, mas desisti de última hora por conta dessa história de que ciro teria mais chance. o arrependimento foi grande.",positive,"@alarissa i was going to vote for boulos, but i gave up at the last minute because of this story that ciro would have more chance. the regret was great."
1325943385014808577,@joelpinheiro85 os eleitores do boulos acham positivo mesmo.,positive,@ joelpinheiro85 the voters of the boulos find it really positive.
1325943377075068930,"@outrarosa cala a boca, burra. vc não sabe de absolutamente nada, tá falando groselha sem base em absolutamente nada, por isso vai votar no lixo do boulos",negative,"@outrarosa shut up, dumb. you don't know anything at all, you are talking about currant with no basis at all, so you will vote for boulos trash"
1325943371207233540,"acho inclusive que tatto deveria ter a grandeza de pedir que seus votos sejam dados ao boulos. garantir o segundo turno. essa pesquisa pode minar isso, a ignorância do paulistano pode mudar o cenário. minha simples opinião.",negative,"I even think that tatto should have the greatness to ask that their votes be given to the boulos. guarantee the second round. this research can undermine that, the ignorance of paulistano can change the scenario. my simple opinion."
1325943369143554049,"@guilhermeboulos agora é boulos e erundina, no segundo turno de virada será o próximo prefeito de sp. o prefeito de todos.",negative,"@guilhermeboulos is now boulos and erundina, in the second round of turn will be the next mayor of sp. the mayor of all."
1325943355084312586,vai dar russomano né?? que bosta! vou de boulos mas n acho q ele tem força pra um segundo turno,negative,will give Russomano right ?? that sucks! I'm going to boulos but I don't think he has the strength for a second round
1325943354702655488,"@r0b3rt0_crf @celsorussomanno @castellosp @douglasgarcia @majormecca @davilafrederico @andrepetros @steh_papaiano @rodrigoneves77 @caiquemafra38 @moura_101 se vendendo o seu rabo, seu vagabundo! vota no boulos ou no covas, depois não vem reclamar aqui!",neutral,"@ r0b3rt0_crf @celsorussomanno @castellosp @douglasgarcia @majormecca @davilafrederico @andrepetros @steh_papaiano @ rodrigoneves77 @ caiquemafra38 @ moura_101 if you sell your tail, you tramp! vote for boulos or covas, then don't complain here!"
1325943354438324225,"@96henrique exatamente! eu penso que voto (principalmente em eleições municipais) sempre deve ser uma questão de conjuntura mais do que ideológica. por ideologia: boulos, por conjuntura de segundo turno: a se pensar!",positive,"@ 96henrique exactly! I think that voting (especially in municipal elections) should always be a matter of the conjuncture rather than ideological. for ideology: boulos, for the second round: to think!"
1325943347056406528,@guilhermeboulos boulos você é apoiador do @jeanmagolol em sua corrida contra o tempo para ser rank 1 do servidor br de league of legends,negative,@guilhermeboulos boulos you are a supporter of @jeanmagolol in your race against time to be rank 1 of the league server of league of legends
1325943332149882880,a foto do perfil do atila no tt é muito parecida com a foto do perfil do boulos kkkkkk,neutral,the profile photo of atila on tt is very similar to the profile photo of boulos kkkkkk
1325943331759796225,aaaaaaaaa meu boulos está vivo,positive,aaaaaaaaa my boulos is alive
1325943330371473408,amo o pt e o que ele representa mas puta que pariu custa ajudar o caralho do boulos em sp????????,negative,love the pt and what it stands for but what the hell does it cost to help fucking boulos in sp ????????
1325943323606061058,"@tesoureiros @guilhermeboulos bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@tesoureiros @guilhermeboulos good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325943322838511622,"com esse ibope para o boulos, essa #virada40 me causa ainda mais impressão do #tsunamiciro quando achávamos que íamos e nada aconteceu. e nesse cenário, mesmo curtindo ciro e pdt, eu acho o boulos mais interessante. e todo mundo vai perder pro covas de acordo com o ibope mesmo.",positive,"with this ibope for boulos, this # turn40 makes me even more impressed of #tsunamiciro when we thought we were going and nothing happened. and in this scenario, even enjoying ciro and pdt, i find boulos more interesting. and everyone will lose to pits according to ibope."
1325943322167439362,vai ter boulos em sp!!!!!!!!! arrasa nem!,neutral,will have boulos in sp !!!!!!!!! rock it!
1325943320288358402,"se bruno continuar crescendo assim, pode ganhar no primeiro turno, que nem doria (números parecidos). boulos estagnou e tem frança em seu cangote. perde feio pra bruno na segunda volta. jilmar continua crescendo + lentamente do que precisa); pode chegar a 12% - marinho em 2018",negative,"if bruno continues to grow like that, he can win in the first round, like doria (similar numbers). boulos has stagnated and has france in its neck. loses badly to Bruno on the second lap. jilmar continues to grow + slowly than he needs); may reach 12% - marine in 2018"
1325943315548823559,ai boulos não me faz sonhar o tombo doi demais,positive,ai boulos does not make me dream the fall hurts too much
1325943313871073280,@marapiovani ainda bem que o boulos não tem chance,positive,@marapiovani glad that boulos has no chance
1325943313548136448,"bruno covas disparou, disparou, bruno covas (psdb): 32% guilherme boulos (psol): 13% celso russomanno (republicanos): 12% márcio frança (psb): 10% jilmar tatto (pt): 6% arthur do val - (patriota): 5% joice hasselmann (psl): 2%",neutral,"bruno covas fired, fired, bruno covas (psdb): 32% guilherme boulos (psol): 13% celso russomanno (republicans): 12% márcio france (psb): 10% jilmar tatto (en): 6% arthur do val - (patriot): 5% joice hasselmann (psl): 2%"
1325943301959245832,grande dia! #virasp50 #bouloserundina50 boulos no segundo turno em são paulo!,positive,great day! # virasp50 # bouloserundina50 boulos in the second round in são paulo!
1325943297513299968,"@somoslivressim exatamente, pesquise nas grandes mídias, parecem que trabalham em sintonia, não mudam nem o enunciado mais das matérias, simpliesmente ctrl/c ctrl/v, eles implantam os candidatos que eles querem que ganhe ! só comunista? manuela, boulos, eduado paes...",positive,"@somoslivressim exactly, search in the mainstream media, they seem to work in tune, they don't even change the wording of the materials, simply ctrl / c ctrl / v, they implant the candidates that they want to win! only communist? manuela, boulos, eduado paes ..."
1325943291184107520,"bora eleger o boulos povo de são paulo! já vou adiantando, vai governar são paulo por 8 anos e em 2030 vai ser eleito presidente deste país, e vai ser o melhor, escreve aí",positive,"Let's choose the people of São Paulo! I’m going ahead, I’ll rule São Paulo for 8 years and in 2030 I’ll be elected President of this country, and it will be the best, write there"
1325943289435070466,domingo é 50! domingo é boulos!,neutral,Sunday is 50! Sunday is boulos!
1325943289154064385,"@guilhermeboulos boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina.",neutral,"@guilhermeboulos boulos vai tirar o russomano do 2.o turno. mais uma derrota pessoal do bolsonaro, que delícia. obrigado boulos &amp; erundina."
