1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325943268652277765,parece brincadeira essa possibilidade de boulos chegar ao 2º turno em sp. misericórdia...,negative,it seems a joke this possibility of boulos reaching the 2nd round in sp. mercy...
1325943265846300674,vai são paulo!!! vai boulos!!! acredito... #virasp50,neutral,"GO, sao paulo!!! go boulos !!! I believe ... # virasp50"
1325943264462204929,@sigagazetabr perder pra boulos é fim de carreira política.,neutral,@sigagazetabr losing to boulos is the end of a political career.
1325943258963382277,"@guilhermeboulos acelera, sp no celtinha do boulos! vamo virar! #virasp50",neutral,"@guilhermeboulos acelera, sp no celtinha do boulos! let's turn! # virasp50"
1325943257327685633,"os paulistanos se gabam em dizer que são os mais ricos e inteligentes do país. mas votam em bruno covas, guilherme boulos e celso russomano. lembrem -se que o covas é o mesmo do rodízio de carros.",neutral,"paulistanos boast that they are the richest and smartest in the country. but they vote for bruno covas, guilherme boulos and celso Russomano. remember that the pit is the same as the car rotation."
1325943245197676544,"@bernadinoju olha já q todos estão opinando vou dizer que tudo isso parece um filme repetido de 2018 sendo assim acho q boulos é haddad nesse caso. e depois que perder para o brunodoria, vão culpar o márcio frança como fizeram com ciro pq psol segue a cartilha do pt",neutral,"@bernadinoju look already q everyone is giving an opinion i will say that all this looks like a repeat movie from 2018 so i think boulos is haddad in this case and after losing to brunodoria, they will blame marcio france as they did with ciro cuz psol follow the pt booklet"
1325943241934598144,@lgdobrasil fique com boulos que fico com a,neutral,@lgdobrasil stay with boulos I stay with
1325943240344920065,@joelpinheiro85 deus me livre o boulos,neutral,@ joelpinheiro85 god forbid the boulos
1325943238193278976,"boulos não invade casas. ele atua num movimento que luta por moradia para todas, todos e todes. ponto. vote 50.",neutral,"boulos does not invade houses. he works in a movement that fights for housing for everyone, everyone and everyone. Score. vote 50."
1325943235081097218,@carteiroreaca choraaaaaa é boulos porraaaaaa,neutral,@carteiroreaca choraaaaaa and boulos fuckingaaaaa
1325943233852141570,@torturra márcio frança está em 2° pela margem de erro e perde de menos do covas pelas projeções do 2° turno. virar voto do márcio frança em boulos acho impossível.,negative,@torturra márcio frança is in 2nd place by the margin of error and loses less than the holes by the projections of the 2nd round. to turn the vote of marcio france in boulos I find it impossible.
1325943226847662080,"covas é quem vem herdando os votos do russomanno. ambos disputam a periferia, onde boulos quase não entra, onde pt já reinou - mas hje patina. porém, o grosso do voto em tatto vem de lá. tatto pode transferir esses votos pro boulos? ou periga deles irem pro bruno covas? a ver.",positive,"caves are those who have been inheriting the votes of Russomanno. both dispute the periphery, where boulos barely enters, where pt has already reigned - but today skates. however, the bulk of the tatto vote comes from there. can tatto transfer these votes to the boulos? or danger of them going to Bruno Covas? to see."
1325943225715220484,"hoje o mais provável, pelas curvas, é a vitória do bruno covas em primeiro turno. mas boulos se mantém firme, agora numericamente em 2o, ainda em empate técnico triplo. porém, russomanno vem caindo pelas tabelas. a disputa de boulos é com frança, que se manteve estável tbm.(+)",positive,"today the most probable, through the curves, is the victory of bruno covas in the first round. but boulos remains steady, now numerically in 2nd, still in a triple technical tie. however, Russomanno has been falling for the tables. the dispute for boulos is with france, which has also remained stable. (+)"
1325943221269262336,e eu só queria poder votar no boulos,positive,and I just wanted to be able to vote for boulos
1325943204525518848,@guilher01074340 @cadutimao2102 @bruno_wofel não mesmo. acredito que vai ter voto útil de quem ia votar no russomanno e arthur para o frança por receio de um segundo turno entre covas x boulos pq sabem que ele se reelege fácil e isso seria péssimo.,negative,@ guilher01074340 @ cadutimao2102 @bruno_wofel not really. I believe that there will be a useful vote from those who would vote for Russomanno and Arthur for France for fear of a second round between caves x boulos because they know that he can be re-elected easily and that would be terrible.
1325943197575548928,@haddaddebochado estou mudando de cidade mas manterei o meu local de votação só para votar no boulos!,neutral,@haddaddebochado I'm moving to another city but I will keep my polling place just to vote for boulos!
1325943190495629312,"pesquisa ibope em são paulo: covas, 32%; boulos, 13%; russomanno, 12%; frança, 10% | eleições 2020 em são paulo | g1",neutral,"ibope survey in são paulo: covas, 32%; boulos, 13%; Russomanno, 12%; france, 10% | 2020 elections in são paulo | g1"
1325943189455376386,"""queria morar em sp pra votar no boulos"" vc já tentou sei lá pesquisar candidatas no rj que têm propostas assim como o boulos tem tipo renata souza????? então olha aí:",positive,"""wanted to live in sp to vote for boulos"" have you ever tried to search for candidates in rj who have proposals just like boulos has type renata souza ????? then look there:"
1325943179154247680,"@guilhermeboulos eu sei q o único q tem orgulho do candidato é o do boulos e o do arthur, mas quem quiser fzr um debate aq sobre nossos canditados, eu quero",positive,"@guilhermeboulos I know that the only one who is proud of the candidate is the one from Boulos and Arthur, but whoever wants to have a debate about our candidates, I want"
1325943175840755712,@jaciara96701509 @_anahikari meu tb!!! vamos juntos votar 51 q vai dar certo mana boulos neles!,neutral,@ jaciara96701509 @_anahikari my tb !!! let's vote 51 together that will make some mana boulos in them!
1325943173072482304,urgente: boulos ja virou,neutral,urgent: boulos already turned
1325943154995064834,triste porque o boulos retwetou o tweet de uma mackenzista e não o meu,negative,sad because boulos retweeted a tweet from a mackenzista and not mine
1325943153971654657,"boulos no segundo turno em sp?, seria legal...@guilhermeboulos @emerichpaloma @psol50",positive,"boulos in the second round in sp ?, it would be cool ... @ guilhermeboulos @emerichpaloma @ psol50"
1325943144878395393,"@renatobacon @cacofonias cara.. q preguiça de virar voto dos doristas o tatto q tá tirando os votos do russomanno na periferia, como mostra a folha! se não fosse o tatto, boulos estaria ainda longe do segundo turno... e queria ver se fosse contrário! se boulos desistiria pra apoiar o tatto! du vi do!",negative,"@renatobacon @cacofonias guy .. q too lazy to turn the vote of the doristas the tatto q is taking the votes of russomanno in the periphery, as shown in the sheet! if it weren't for the tatto, boulos would still be far from the second round ... and I wanted to see if it was otherwise! if boulos would give up to support the tatto! du vi do!"
1325943127904018432,"@julianopsol50 @guilhermeboulos vai valorizar os servidores publicos, diminuidos e desrespeitados, promoverá concursos públicos em todas as áreas carentes !!! vamos virar o jogo c/ boulos, promovendo justiça social e humanizando sp!!!#bouloserundina50 #boulosnosegundoturno #virandoojogoboulos50",positive,"@ julianopsol50 @guilhermeboulos will value public servants, diminished and disrespected, will promote public tenders in all needy areas !!! let's turn the tide w / boulos, promoting social justice and humanizing sp !!! # bouloserundina50 #boulosnosegundoturno # virandoojogoboulos50"
1325943113844666369,todo dia me bate uma tristeza em não poder votar no boulos.,positive,every day a sadness hits me at not being able to vote for boulos.
1325943068655300608,"fiquei feliz com a nova pesquisa eleitoral de sp, o boulos tem grande chance de ir pro 2 turno",positive,"i was happy with the new electoral survey in sp, boulos has a great chance of going to the 2nd round"
1325943056378572808,"@aloha_gustavo @portellamaia ñ, disse q foi unianimidade na alerj, e eu ñ tenho partido. eu voto em progressistas contra os corruptos do atraso, no rio, voto na martha. se fosse em sp, votaria boulos",negative,"@aloha_gustavo @portellamaia ñ, said it was unanimous in the alerj, and I haven’t left. I vote for progressives against the backward corrupt, in Rio, I vote for Martha. if it were in sp, i would vote boulos"
1325943056311459842,"@ultrajano bons ares sobrevoam a américa, começou pela argentina, passou pela bolívia, pelo chile, pelos eua e está chegando no brasil! rumo ao 2° turno! a democracia volta a respirar! a esperança vai vencer o ódio!",positive,"@ultrajano good airs fly over america, started with argentina, passed through bolivia, chile, usa and is arriving in brazil! towards the 2nd shift! democracy breathes again! hope will overcome hatred!"
1325943041690046467,vou achar positivo se o segundo turno em sp for covas vs boulos.,positive,I will find it positive if the second round in sp is covas vs boulos.
1325943038364033025,@andreiasadi queria votar em sp pra poder ajudar boulos!,neutral,@andreiasadi wanted to vote for sp to help boulos!
1325943026078932992,@g1 ai tomara que o boulos consigaaaaaaa,neutral,@ g1 ai hopefully boulos can do it
1325943024673845248,@g1 um país em que bruno covas e boulos ficam lideram as pesquisas merece a lata do lixo msm.,neutral,@ g1 a country where bruno covas and boulos are leading the research deserves the msm garbage can.
1325943018868903936,"dos mesmos criadores: ""ele perde pra todos no segundo turno"" vem aí mais uma mentira...boulos no segundo turno kkkkkkkkkkk aproveitando, pq a campanha dele já custa mais que a do presidente...mora no campo limpo e anda de jatinho kkkkkkkkkkkkk",positive,"from the same creators: ""he loses to everyone in the second round"" here comes another lie ... boulos in the second round kkkkkkkkkkk taking advantage, because his campaign already costs more than the president's ... he lives in a clean field and rides a jet kkkkkkkkkkkkk"
